"PREDICTED_INDUCED_VERTICAL_BREAK","GAME_CODE","PITCHER_KEY","THROW_SIDE_KEY","BAT_SIDE_KEY","INNING_KEY","BATTER_IN_INNING_KEY","PITCH_NUMBER","CURRENT_BALLS","CURRENT_STRIKES","PITCH_RESULT_KEY","EVENT_RESULT_KEY","PITCH_TYPE_KEY","RELEASE_SPEED","PLATE_SPEED","SPIN_RATE","SPIN_DIRECTION","SZ_TOP","SZ_BOTTOM","PLATE_X","PLATE_Z","B","S","O","BU","FB","GB","LD","PU","X1BO","X2BO","X3BO","RELEASE_HEIGHT","RELEASE_SIDE","RELEASE_EXTENSION","HORIZONTAL_BREAK","INDUCED_VERTICAL_BREAK","VERTICAL_APPROACH_ANGLE","HORIZONTAL_APPROACH_ANGLE"
-2.1336841583252,2.022072700247e+18,"B","L","R",2,4,4,1,2,"StrikeSwinging","strikeout","CB",77.893798828125,72.7258987426758,609.473999023438,280.752014160156,3.31820011138916,1.51429998874664,-0.283095002174377,0.289238005876541,0,1,1,0,0,0,0,0,1,0,0,5.78267002105713,1.47537004947662,5.4323902130127,-10.7028999328613,NA,-10.41100025177,-2.91377997398376
-1.65131604671478,2.022072700247e+18,"B","L","L",3,1,2,1,0,"BallCalled","NULL","CB",77.7048034667969,72.118896484375,532.260986328125,279.355987548828,3.46399998664856,1.59049999713898,0.803770005702972,3.00956010818481,1,0,0,0,0,0,0,0,0,0,0,5.91149997711182,1.44767999649048,5.03012990951538,-9.82192993164063,NA,-7.67917013168335,-1.62554001808167
-0.119096428155899,2.022072700247e+18,"B","L","R",3,2,1,0,0,"StrikeSwinging","NULL","CB",78.5963973999023,72.9727020263672,429.109985351563,269.734008789063,3.46399998664856,1.59049999713898,0.161888003349304,1.23464000225067,0,1,0,0,0,0,0,0,1,0,0,5.91054010391235,1.52404999732971,5.41623020172119,-8.51482963562012,NA,-9.30455017089844,-2.28043007850647
-3.88444876670837,2.022072700247e+18,"B","L","R",3,2,2,0,1,"InPlay","field_out","CB",76.8654022216797,70.6620025634766,802.31201171875,287.523986816406,3.46399998664856,1.59049999713898,0.0813158005475998,2.31666994094849,0,1,1,0,1,0,0,0,1,0,0,5.94470977783203,1.6481100320816,5.27121019363403,-12.5487003326416,NA,-8.86876964569092,-2.89301991462708
-4.77961206436157,2.022072700247e+18,"B","L","R",3,3,4,1,2,"StrikeSwinging","strikeout","CB",80.7344970703125,75.0475997924805,718.596984863281,293.610992431641,3.36680006980896,1.53970003128052,0.142738997936249,0.160569995641708,0,1,1,0,0,0,0,0,0,0,1,5.81978988647461,1.50700998306274,5.33268976211548,-10.6704998016357,NA,-10.5626001358032,-2.49054002761841
2.65015411376953,2.022072700247e+18,"B","L","R",3,5,1,0,0,"StrikeCalled","NULL","CB",79.027702331543,73.1303024291992,522.028015136719,256.558990478516,3.51259994506836,1.61590003967285,0.0617367997765541,1.52239000797272,0,1,0,0,0,0,0,0,1,0,1,5.82196998596191,1.67683005332947,5.13177013397217,-10.1584997177124,NA,-8.65205955505371,-2.69692993164063
-15.2279195785522,2.022073100247e+18,"A","R","R",1,4,2,0,1,"BallCalled","NULL","CB",81.4063034057617,75.0829010009766,1399.39001464844,20.8896007537842,3.41540002822876,1.5650999546051,0.579666018486023,0.30129000544548,1,0,0,0,0,0,0,0,1,1,1,5.68049001693726,-0.990931987762451,6.0028600692749,5.93583011627197,NA,-11.3635997772217,2.2854700088501
-14.2919464111328,2.022073100247e+18,"A","R","L",2,6,2,0,1,"FoulBall","NULL","CB",81.5099029541016,73.936897277832,1379.86999511719,27.1504993438721,3.31820011138916,1.51429998874664,-0.121253997087479,2.03659009933472,0,1,0,0,0,0,0,0,1,1,1,5.74540996551514,-1.08800005912781,6.0179500579834,7.43743991851807,NA,-9.60564994812012,1.79153001308441
-15.9862184524536,2.022073100247e+18,"A","R","L",2,6,6,1,2,"FoulBall","NULL","CB",81.3105010986328,74.3667984008789,1842.26000976563,31.0606994628906,3.31820011138916,1.51429998874664,-0.449263989925385,2.33518004417419,0,1,0,0,0,0,0,0,1,1,1,5.70774984359741,-1.02372002601624,5.49601984024048,10.1281995773315,NA,-9.40254974365234,1.61410999298096
-17.6260261535645,2.022073100247e+18,"A","R","R",3,1,1,0,0,"StrikeCalled","NULL","CB",79.5594024658203,72.0080032348633,1586.31005859375,33.4309005737305,3.41540002822876,1.5650999546051,-0.0202568992972374,2.44326996803284,0,1,0,0,0,0,0,0,0,0,0,5.54631996154785,-1.10228002071381,-0.111539997160435,12.1462001800537,NA,-9.50524997711182,2.14310002326965
-16.5890712738037,2.022073100247e+18,"A","R","R",3,2,3,1,1,"FoulBall","NULL","CB",78.7398986816406,71.003303527832,1928.21997070313,32.5410995483398,3.36680006980896,1.53970003128052,-0.799685001373291,2.81711006164551,0,1,0,0,0,0,0,0,1,0,0,5.72914981842041,-0.999686002731323,5.47766017913818,10.7904996871948,NA,-9.34337997436523,1.29396998882294
-17.9878177642822,2.022073100247e+18,"A","R","R",3,3,1,0,0,"StrikeSwinging","NULL","CB",79.7573013305664,72.1988983154297,1724.93005371094,12.6873998641968,3.46399998664856,1.59049999713898,-1.07622003555298,1.72065997123718,0,1,0,0,0,0,0,0,1,1,0,5.80684995651245,-0.989028990268707,5.76916980743408,4.0578498840332,NA,-10.5629997253418,0.314891993999481
-17.9170360565186,2.022073100247e+18,"A","R","R",3,3,2,0,1,"StrikeSwinging","NULL","CB",79.8321990966797,72.6324996948242,2009.7900390625,23.074499130249,3.46399998664856,1.59049999713898,0.399733006954193,0.943844974040985,0,1,0,0,0,0,0,0,1,1,0,5.69995021820068,-0.961624026298523,5.56241989135742,7.97173976898193,NA,-11.2840003967285,2.25366997718811
-19.1682090759277,2.022073100247e+18,"A","R","R",3,3,4,1,2,"BallCalled","NULL","CB",79.8565979003906,73.013801574707,2376.86010742188,18.7141990661621,3.46399998664856,1.59049999713898,0.621903002262115,-1.89804995059967,1,0,0,0,0,0,0,0,1,1,0,5.60635995864868,-0.860611021518707,5.48240995407104,7.08765983581543,NA,-14.3563995361328,2.29766988754272
-16.1460781097412,2.022073100247e+18,"A","R","R",3,4,1,0,0,"BallCalled","NULL","CB",79.4373016357422,72.0830993652344,1750.76000976563,32.0261001586914,3.31820011138916,1.51429998874664,0.0643370971083641,1.32422995567322,1,0,0,0,0,0,0,0,0,1,1,5.65891981124878,-1.11524999141693,5.68578004837036,10.1021003723145,NA,-10.6555995941162,2.2779700756073
-15.7536334991455,2.022073100247e+18,"A","R","R",3,4,2,1,0,"StrikeCalled","NULL","CB",78.6306991577148,71.3940963745117,2208.5,38.2397994995117,3.31820011138916,1.51429998874664,-0.772736012935638,2.42465996742249,0,1,0,0,0,0,0,0,0,1,1,5.69483995437622,-1.03474998474121,5.74612998962402,13.2424001693726,NA,-9.66450977325439,1.60617005825043
-16.3950748443604,2.022073100247e+18,"A","R","R",3,4,5,2,2,"InPlay","field_out","CB",79.0873031616211,72.4532012939453,1727.22998046875,31.2332000732422,3.31820011138916,1.51429998874664,-0.0851550996303558,2.31483006477356,0,1,1,0,0,1,0,0,0,1,1,5.73065996170044,-0.990694999694824,5.84696006774902,9.83969974517822,NA,-9.62430953979492,1.95089995861053
-6.71887350082397,2.022080200088e+18,"B","L","R",1,2,3,1,1,"BallCalled","NULL","CB",79.752799987793,73.4210968017578,592.059020996094,318.904998779297,3.22099995613098,1.46350002288818,-0.0611435994505882,-0.0245257001370192,1,0,0,0,0,0,0,0,0,0,0,5.9720401763916,1.28162002563477,5.81922006607056,-5.70301008224487,NA,-11.3128995895386,-2.01031994819641
-9.00183868408203,2.022080200088e+18,"B","L","R",2,2,6,3,2,"FoulBall","NULL","CB",78.3984985351563,72.7011032104492,1014.13000488281,312.200012207031,3.22099995613098,1.46350002288818,-0.768595993518829,1.50615000724792,0,1,0,0,0,0,0,0,0,0,0,5.93924999237061,1.10699999332428,6.02620983123779,-9.83271980285645,NA,-9.96986961364746,-2.9930100440979
-7.97403812408447,2.022080200088e+18,"B","L","L",3,1,5,2,2,"InPlay","double","CB",79.5371017456055,73.5150985717773,1015.16998291016,306.205993652344,3.31820011138916,1.51429998874664,0.135710999369621,2.61441993713379,0,1,0,0,0,0,1,0,0,0,0,5.71658992767334,1.45842003822327,6.16036987304688,-10.7482995986938,NA,-8.33180046081543,-2.49138998985291
-1.79801261425018,2.022080200088e+18,"B","L","R",3,2,3,1,1,"BallCalled","NULL","CB",78.8679962158203,73.3588027954102,548.796020507813,276.505004882813,3.31820011138916,1.51429998874664,-0.708528995513916,0.24499100446701,1,0,0,0,0,0,0,0,0,1,0,5.88420009613037,1.33103001117706,6.05931997299194,-9.99057006835938,NA,-10.4292001724243,-3.18519997596741
-5.62521409988403,2.022080200088e+18,"B","L","R",3,3,2,1,0,"FoulBall","NULL","CB",78.6066970825195,72.2785034179688,754.922973632813,301.56201171875,3.22099995613098,1.46350002288818,-0.182514995336533,2.66560006141663,0,1,0,0,0,0,0,0,0,0,1,6.0313401222229,1.30480003356934,6.13040018081665,-9.18328952789307,NA,-8.54475021362305,-2.51904010772705
-5.83130979537964,2.022080200088e+18,"B","L","R",4,3,1,0,0,"StrikeCalled","NULL","CB",78.5455017089844,72.0229034423828,538.913024902344,320.329010009766,3.22099995613098,1.46350002288818,-0.503018021583557,1.6730500459671,0,1,0,0,0,0,0,0,0,0,0,5.9989800453186,1.24071002006531,6.07344007492065,-4.60930013656616,NA,-9.60389995574951,-2.34315991401672
-4.50517702102661,2.022080200088e+18,"B","L","R",5,1,2,0,1,"FoulBall","NULL","CB",76.0886001586914,70.1342010498047,925.330993652344,290.554992675781,3.41540002822876,1.5650999546051,-0.599518001079559,2.27972006797791,0,1,0,0,0,0,0,0,0,0,0,6.00054979324341,1.28235995769501,5.87891006469727,-12.6964998245239,NA,-9.12137031555176,-3.27695989608765
-16.625207901001,2.022080600088e+18,"A","R","L",1,2,1,0,0,"StrikeCalled","NULL","CB",81.2778015136719,74.4791030883789,2065.43994140625,30.7397003173828,3.56119990348816,1.64129996299744,-0.328420996665955,1.400750041008,0,1,0,0,0,0,0,0,0,0,0,5.70099020004272,-1.3129700422287,5.47518014907837,10.5261001586914,NA,-10.4666004180908,2.09226989746094
-15.1857767105103,2.022080600088e+18,"A","R","L",1,2,2,0,1,"StrikeCalled","NULL","CB",81.3557968139648,74.0117034912109,2309.30004882813,39.2575988769531,3.56119990348816,1.64129996299744,-0.685804009437561,2.62309002876282,0,1,0,0,0,0,0,0,0,0,0,5.82315015792847,-1.34189999103546,5.00746011734009,13.9877996444702,NA,-9.28606033325195,2.07054996490479
-16.3477993011475,2.022080600088e+18,"A","R","L",1,4,1,0,0,"StrikeCalled","NULL","CB",79.7678985595703,73.0960006713867,1799.46997070313,28.955099105835,3.41540002822876,1.5650999546051,-0.526977002620697,2.51587009429932,0,1,0,0,0,0,0,0,1,0,0,5.68107986450195,-1.31181001663208,5.71031999588013,9.26224994659424,NA,-9.32404041290283,1.75811004638672
-16.6282615661621,2.022080600088e+18,"A","R","L",1,4,4,0,2,"StrikeCalled","strikeout","CB",78.7538986206055,71.7759017944336,2229.40991210938,30.6163997650146,3.41540002822876,1.5650999546051,-0.721509993076324,3.05480003356934,0,1,1,0,0,0,0,0,1,0,0,5.67810010910034,-1.08010995388031,5.53011989593506,10.8584003448486,NA,-9.0674295425415,1.45895004272461
-15.1452684402466,2.022080600088e+18,"A","R","R",2,3,1,0,0,"BallCalled","NULL","CB",80.6815032958984,74.0869979858398,1678.34997558594,32.160701751709,3.41540002822876,1.5650999546051,1.12987995147705,0.807011008262634,1,0,0,0,0,0,0,0,0,0,0,5.67110013961792,-1.26542997360229,5.53130006790161,9.95051002502441,NA,-10.9383001327515,3.54444003105164
-16.4828300476074,2.022080600088e+18,"A","R","R",2,3,5,1,2,"BallCalled","NULL","CB",79.1066970825195,72.1267013549805,2073.15991210938,32.1417007446289,3.41540002822876,1.5650999546051,-0.123010002076626,3.64007997512817,1,0,0,0,0,0,0,0,0,0,0,5.77927017211914,-1.2211799621582,5.42617988586426,11.043399810791,NA,-8.43031978607178,2.25972008705139
-9.65899562835693,2.022080700088e+18,"B","L","R",2,1,7,3,2,"InPlay","field_out","CB",79.4036026000977,73.4373016357422,807.491027832031,327.825988769531,3.22099995613098,1.46350002288818,0.0192441008985043,2.00774002075195,0,1,1,0,0,0,1,0,0,0,0,5.91176986694336,1.37538003921509,5.65093994140625,-6.29441022872925,NA,-9.40530014038086,-2.06998991966248
-7.50783777236938,2.022080700088e+18,"B","L","R",2,2,4,2,1,"InPlay","field_out","CB",81.0302963256836,75.5841979980469,793.609985351563,311.087005615234,3.31820011138916,1.51429998874664,-0.088831402361393,1.77347004413605,0,1,1,0,0,1,0,0,0,0,0,5.86523008346558,1.38099002838135,5.47303009033203,-10.2987003326416,NA,-9.00016975402832,-2.4882800579071
-5.2037787437439,2.022080700088e+18,"B","L","L",3,1,4,1,2,"FoulBall","NULL","CB",79.6473999023438,73.74169921875,758.39599609375,297.93798828125,3.36680006980896,1.53970003128052,-0.600009024143219,2.161789894104,0,1,0,0,0,0,0,0,0,0,0,5.84927988052368,1.39567005634308,5.38071012496948,-10.5930004119873,NA,-8.7136402130127,-3.15673995018005
-8.82010173797607,2.022080700088e+18,"B","L","L",3,1,6,2,2,"FoulBall","NULL","CB",78.4609985351563,72.4100036621094,965.755981445313,311.037994384766,3.36680006980896,1.53970003128052,-0.0336815007030964,3.50088000297546,0,1,0,0,0,0,0,0,0,0,0,5.86368989944458,1.35037994384766,5.51114988327026,-10.4631004333496,NA,-7.79160976409912,-2.49836993217468
-4.51858139038086,2.022080700088e+18,"B","L","L",3,1,7,2,2,"FoulBall","NULL","CB",80.3565979003906,74.3052978515625,934.335021972656,291.489013671875,3.36680006980896,1.53970003128052,-1.10416996479034,2.38576006889343,0,1,0,0,0,0,0,0,0,0,0,5.90294981002808,1.22871994972229,5.63661003112793,-12.8830003738403,NA,-8.42084980010986,-3.75654006004334
-6.36888027191162,2.022080700088e+18,"B","L","R",3,2,2,0,1,"StrikeCalled","NULL","CB",79.0706024169922,73.7017974853516,764.093017578125,302.044006347656,3.41540002822876,1.5650999546051,-0.0493876002728939,1.4421900510788,0,1,0,0,0,0,0,0,0,0,0,5.77839994430542,1.25196003913879,5.6224799156189,-11.4783000946045,NA,-9.3023796081543,-2.42162990570068
-6.14000415802002,2.022080700088e+18,"B","L","R",3,2,4,0,2,"FoulBall","NULL","CB",79.5161972045898,73.2950973510742,786.096008300781,303.842010498047,3.41540002822876,1.5650999546051,0.17493300139904,1.58876001834869,0,1,0,0,0,0,0,0,0,0,0,5.86365985870361,1.44629001617432,5.34386014938354,-10.0719995498657,NA,-9.49650001525879,-2.33934998512268
-4.10345554351807,2.022080700088e+18,"B","L","L",5,4,3,1,1,"StrikeCalled","NULL","CB",78.5428009033203,72.5695037841797,757.885986328125,293.139007568359,3.36680006980896,1.53970003128052,0.659743010997772,3.36418008804321,0,1,0,0,0,0,0,0,0,1,0,5.75395011901855,1.58431005477905,5.72256994247437,-11.0564002990723,NA,-7.36607980728149,-2.07161998748779
-5.8643217086792,2.022080700088e+18,"B","L","R",5,5,2,1,0,"InPlay","field_out","CB",80.6613998413086,75.0786972045898,628.497985839844,311.148010253906,3.41540002822876,1.5650999546051,0.0605470016598701,2.53397011756897,0,1,1,0,0,1,0,0,0,1,0,5.60188007354736,1.52523994445801,5.5258002281189,-8.75944995880127,NA,-7.84200000762939,-2.34578990936279
-10.98828125,2.022081300302e+18,"A","R","L",1,1,3,1,1,"StrikeCalled","NULL","CB",81.5702972412109,75.2104034423828,1104.46997070313,35.6641006469727,3.26959991455078,1.48889994621277,-0.439700990915298,2.59136009216309,0,1,0,0,0,0,0,0,0,0,0,5.71809005737305,-1.24211001396179,5.62137985229492,8.30389976501465,NA,-8.52449035644531,1.67281997203827
-12.0971269607544,2.022081300302e+18,"A","R","L",1,2,1,0,0,"StrikeCalled","NULL","CB",80.6042022705078,73.9516983032227,1317.57995605469,33.3763999938965,3.46399998664856,1.59049999713898,-0.651865005493164,2.34571003913879,0,1,0,0,0,0,0,0,0,0,0,5.71308994293213,-1.07537996768951,5.65191984176636,8.72506999969482,NA,-9.09099006652832,1.31467998027802
-13.3430280685425,2.022081300302e+18,"A","R","L",1,4,1,0,0,"BallCalled","NULL","CB",79.4733963012695,72.7132034301758,1413.97998046875,30.1189994812012,3.56119990348816,1.64129996299744,-1.2909699678421,3.87802004814148,1,0,0,0,0,0,0,0,0,1,0,5.5988302230835,-1.13498997688293,5.32130002975464,8.3978099822998,NA,-7.59582996368408,0.656113028526306
-14.5140972137451,2.022081300302e+18,"A","R","L",1,4,2,1,0,"InPlay","field_out","CB",79.4063034057617,72.9244995117188,1666.61999511719,30.1131992340088,3.56119990348816,1.64129996299744,0.47495698928833,2.47761011123657,0,1,1,0,0,1,0,0,0,1,0,5.63009023666382,-0.969555020332336,5.7813401222229,9.09340953826904,NA,-9.22799015045166,2.44952011108398
-14.5262632369995,2.022081300302e+18,"A","R","L",2,1,3,1,1,"FoulBall","NULL","CB",81.1766967773438,74.2343978881836,1479.64001464844,29.9678993225098,3.22099995613098,1.46350002288818,0.477052003145218,1.56431996822357,0,1,0,0,0,0,0,0,0,0,0,5.63523006439209,-1.15952003002167,5.29793977737427,8.5370397567749,NA,-9.96259021759033,2.5835599899292
